Level	Subject	Lemma	ZH	Definition	Example
P1	english	summarize	总结	Meaning of summarize.	{'en': "I can use 'summarize' in my answer.", 'zh': '我可以在答案里用“总结”。'}
P1	english	supporting	支持细节	Meaning of supporting.	{'en': "I can use 'supporting' in my answer.", 'zh': '我可以在答案里用“支持细节”。'}
P1	english	supporting details	细节支持	A useful phrase: supporting details.	{'en': 'Question: supporting details?', 'zh': '问题：细节支持？'}
P1	english	syllable	音节	Meaning of syllable.	{'en': "I can use 'syllable' in my answer.", 'zh': '我可以在答案里用“音节”。'}
P1	english	synonym	近义词	Meaning of synonym.	{'en': "I can use 'synonym' in my answer.", 'zh': '我可以在答案里用“近义词”。'}
P1	english	take turns	轮流	Phrase: take turns	{'en': "Use the phrase 'take turns' in a sentence.", 'zh': '在句子里用“轮流”。'}
P1	english	tense	时态	Meaning of tense.	{'en': "I can use 'tense' in my answer.", 'zh': '我可以在答案里用“时态”。'}
P1	english	therefore	因此	Meaning of therefore.	{'en': "I can use 'therefore' in my answer.", 'zh': '我可以在答案里用“因此”。'}
P1	english	title	（可查词典）	Meaning of title.	{'en': "I can use 'title' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	english	topic	（可查词典）	Meaning of topic.	{'en': "I can use 'topic' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	english	underline the keyword	划出关键词	A useful phrase: underline the keyword.	{'en': 'Question: underline the keyword?', 'zh': '问题：划出关键词？'}
P1	english	understand	理解	Meaning of understand.	{'en': "I can use 'understand' in my answer.", 'zh': '我可以在答案里用“理解”。'}
P1	english	use a full stop	用句号	Phrase: use a full stop	{'en': "Use the phrase 'use a full stop' in a sentence.", 'zh': '在句子里用“用句号”。'}
P1	english	use it in a sentence	用它造句	A useful phrase: use it in a sentence.	{'en': 'Question: use it in a sentence?', 'zh': '问题：用它造句？'}
P1	english	verb	动词	Meaning of verb.	{'en': "I can use 'verb' in my answer.", 'zh': '我可以在答案里用“动词”。'}
P1	english	work it out	算一算	Phrase: work it out	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P1	english	work it out -2	算一算	Phrase: work it out -2	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P1	english	work it out -22	算一算	Phrase: work it out -22	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P1	english	work it out -23	算一算	Phrase: work it out -23	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P1	english	work it out -28	算一算	Phrase: work it out -28	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P1	english	work it out -4	算一算	Phrase: work it out -4	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P1	english	work it out -9	算一算	Phrase: work it out -9	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P1	math	add	相加	A word used in math problems: add.	{'en': "I can use 'add' in my answer.", 'zh': '我可以在答案里用“相加”。'}
P1	math	altogether	一共	A useful phrase: altogether.	{'en': 'Question: altogether?', 'zh': '问题：一共？'}
P1	math	answer	答案	A word used in math problems: answer.	{'en': "I can use 'answer' in my answer.", 'zh': '我可以在答案里用“答案”。'}
P1	math	area	面积	A word used in math problems: area.	{'en': "I can use 'area' in my answer.", 'zh': '我可以在答案里用“面积”。'}
P1	math	at least	至少	A useful phrase: at least.	{'en': 'Question: at least?', 'zh': '问题：至少？'}
P1	math	at most	最多	A useful phrase: at most.	{'en': 'Question: at most?', 'zh': '问题：最多？'}
P1	math	bar graph	柱状图	A word used in math problems: bar graph.	{'en': "We use the phrase 'bar graph' in a question.", 'zh': '我们在问题里会用到短语“柱状图”。'}
P1	math	bar-graph	（可查词典）	A word used in math problems: bar-graph.	{'en': "I can use 'bar-graph' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	math	buy	买	A word used in math problems: buy.	{'en': "I can use 'buy' in my answer.", 'zh': '我可以在答案里用“买”。'}
P1	math	calendar	日历	A word used in math problems: calendar.	{'en': "I can use 'calendar' in my answer.", 'zh': '我可以在答案里用“日历”。'}
P1	math	centimetre	厘米	A word used in math problems: centimetre.	{'en': "I can use 'centimetre' in my answer.", 'zh': '我可以在答案里用“厘米”。'}
P1	math	change	找零	A word used in math problems: change.	{'en': "I can use 'change' in my answer.", 'zh': '我可以在答案里用“找零”。'}
P1	math	chart	图表	A word used in math problems: chart.	{'en': "I can use 'chart' in my answer.", 'zh': '我可以在答案里用“图表”。'}
P1	math	check	检查	A word used in math problems: check.	{'en': "I can use 'check' in my answer.", 'zh': '我可以在答案里用“检查”。'}
P1	math	check your answer	检查答案	A useful phrase: check your answer.	{'en': 'Question: check your answer?', 'zh': '问题：检查答案？'}
P1	math	check your answer -12	检查答案	Phrase: check your answer -12	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P1	math	check your answer -21	检查答案	Phrase: check your answer -21	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P1	math	check your answer -28	检查答案	Phrase: check your answer -28	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P1	math	check your answer -34	检查答案	Phrase: check your answer -34	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P1	math	check your answer -45	检查答案	Phrase: check your answer -45	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P1	math	check your answer -6	检查答案	Phrase: check your answer -6	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P1	math	check your answer -9	检查答案	Phrase: check your answer -9	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P1	math	check your answer 1	检查答案	Phrase: check your answer 1	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P1	math	circle	圆	A word used in math problems: circle.	{'en': "I can use 'circle' in my answer.", 'zh': '我可以在答案里用“圆”。'}
P1	math	circle the keywords	圈关键词	Phrase: circle the keywords	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P1	math	circle the keywords -14	圈关键词	Phrase: circle the keywords -14	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P1	math	circle the keywords -25	圈关键词	Phrase: circle the keywords -25	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P1	math	circle the keywords -30	圈关键词	Phrase: circle the keywords -30	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P1	math	circle the keywords -31	圈关键词	Phrase: circle the keywords -31	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P1	math	circle the keywords -7	圈关键词	Phrase: circle the keywords -7	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P1	math	coin	硬币	A word used in math problems: coin.	{'en': "I can use 'coin' in my answer.", 'zh': '我可以在答案里用“硬币”。'}
P1	math	compare	比较	A word used in math problems: compare.	{'en': "I can use 'compare' in my answer.", 'zh': '我可以在答案里用“比较”。'}
P1	math	compare the numbers	比较数字	A useful phrase: compare the numbers.	{'en': 'Question: compare the numbers?', 'zh': '问题：比较数字？'}
P1	math	composite	合数	A word used in math problems: composite.	{'en': "I can use 'composite' in my answer.", 'zh': '我可以在答案里用“合数”。'}
P1	math	convert into	换算成	A useful phrase: convert into.	{'en': 'Question: convert into?', 'zh': '问题：换算成？'}
P1	math	cost	花费	A word used in math problems: cost.	{'en': "I can use 'cost' in my answer.", 'zh': '我可以在答案里用“花费”。'}
P1	math	data	数据	A word used in math problems: data.	{'en': "I can use 'data' in my answer.", 'zh': '我可以在答案里用“数据”。'}
P1	math	day	天	A word used in math problems: day.	{'en': "I can use 'day' in my answer.", 'zh': '我可以在答案里用“天”。'}
P1	math	decimal	小数	A word used in math problems: decimal.	{'en': "I can use 'decimal' in my answer.", 'zh': '我可以在答案里用“小数”。'}
P1	math	denominator	分母	A word used in math problems: denominator.	{'en': "I can use 'denominator' in my answer.", 'zh': '我可以在答案里用“分母”。'}
P1	math	diameter	直径	A word used in math problems: diameter.	{'en': "I can use 'diameter' in my answer.", 'zh': '我可以在答案里用“直径”。'}
P1	math	difference	差	A word used in math problems: difference.	{'en': "I can use 'difference' in my answer.", 'zh': '我可以在答案里用“差”。'}
P1	math	difference between	…之间的差	A useful phrase: difference between.	{'en': 'Question: difference between?', 'zh': '问题：…之间的差？'}
P1	math	digit	数字	A word used in math problems: digit.	{'en': "I can use 'digit' in my answer.", 'zh': '我可以在答案里用“数字”。'}
P1	math	divide	相除	A word used in math problems: divide.	{'en': "I can use 'divide' in my answer.", 'zh': '我可以在答案里用“相除”。'}
P1	math	divide equally	平均分配	A useful phrase: divide equally.	{'en': 'Question: divide equally?', 'zh': '问题：平均分配？'}
P1	math	draw	画图	A word used in math problems: draw.	{'en': "I can use 'draw' in my answer.", 'zh': '我可以在答案里用“画图”。'}
P1	math	draw a model	画模型图	A useful phrase: draw a model.	{'en': 'Question: draw a model?', 'zh': '问题：画模型图？'}
P1	math	each of them	他们每个	A useful phrase: each of them.	{'en': 'Question: each of them?', 'zh': '问题：他们每个？'}
P1	math	equal	相等	A word used in math problems: equal.	{'en': "I can use 'equal' in my answer.", 'zh': '我可以在答案里用“相等”。'}
P1	math	equal to	等于	A useful phrase: equal to.	{'en': 'Question: equal to?', 'zh': '问题：等于？'}
P1	math	estimate	估算	A word used in math problems: estimate.	{'en': "I can use 'estimate' in my answer.", 'zh': '我可以在答案里用“估算”。'}
P1	math	estimate first	先估算	A useful phrase: estimate first.	{'en': 'Question: estimate first?', 'zh': '问题：先估算？'}
P1	math	even	偶数	A word used in math problems: even.	{'en': "I can use 'even' in my answer.", 'zh': '我可以在答案里用“偶数”。'}
P1	math	exact answer	精确答案	A useful phrase: exact answer.	{'en': 'Question: exact answer?', 'zh': '问题：精确答案？'}
P1	math	explain your reasoning	解释理由	Phrase: explain your reasoning	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P1	math	explain your reasoning -1	解释理由	Phrase: explain your reasoning -1	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P1	math	explain your reasoning -10	解释理由	Phrase: explain your reasoning -10	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P1	math	explain your reasoning -15	解释理由	Phrase: explain your reasoning -15	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P1	math	explain your reasoning -16	解释理由	Phrase: explain your reasoning -16	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P1	math	explain your reasoning -18	解释理由	Phrase: explain your reasoning -18	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P1	math	explain your reasoning -23	解释理由	Phrase: explain your reasoning -23	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P1	math	explain your reasoning -26	解释理由	Phrase: explain your reasoning -26	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P1	math	explain your reasoning -3	解释理由	Phrase: explain your reasoning -3	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P1	math	explain your reasoning -35	解释理由	Phrase: explain your reasoning -35	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P1	math	explain your reasoning -37	解释理由	Phrase: explain your reasoning -37	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P1	math	explain your reasoning -5	解释理由	Phrase: explain your reasoning -5	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P1	math	explain your reasoning 3	解释理由	Phrase: explain your reasoning 3	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P1	math	explain your reasoning 4	解释理由	Phrase: explain your reasoning 4	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P1	math	factor	因数	A word used in math problems: factor.	{'en': "I can use 'factor' in my answer.", 'zh': '我可以在答案里用“因数”。'}
P1	math	find the difference	求差	A useful phrase: find the difference.	{'en': 'Question: find the difference?', 'zh': '问题：求差？'}
